Company Name,Company Link,User Name,Number of Investments,Invested Flag,Amount if Time Ago,Question,Answer
StartEngine,https://www.startengine.com/startengine-crowdfunding,John Weaver,,No,11 days ago,"Wow. How's this for absolute BS?
""How do I view my subscription agreement?
You can view your signed subscription agreement by logging into your StartEngine account. Click your name in the top right hand corner, and select ""View Investments"". You should see a list of all of your investments that have the option to view your signed Subscription Agreement.

Note: You will not be able to view the subscription agreement until the company closes on your funds, and your status changes from ""received"" to ""invested"". ""

So... StartEngine - and, by association, any company taking our money, requires me to state that I've read the ""subscription agreement"" when that agreement won't be made available for me to read until AFTER I have invested in the company and the company has secured the funds I provided. Wow. Sounds unethical and criminal.","Hey John,

I will reply to all of your questions in a single comment here. Firstly, our Investor Services has emailed you a copy of the subscription agreement for your investment in TFN. After reading that document, you can cancel your investment if you find it to be unsatisfactory.

Secondly, you should be able to read the subscription agreement from the invest page. It appears as a pop-up when you click that link you mentioned redirected you to the home page. You may have had pop-ups blocked on your browser.

Thirdly, regarding the quote you mention above, you caught a copy error. It should read ""you will not be able to view your signed subscription agreement until the company closes on your funds, and your status changes from 'received' to 'invested'."" Any investor can read the subscription agreement, but they won't receive a copy with their signature until the point mentioned above. That change has since been fixed. Thank you for bringing it to my attention.

Fourthly, as for the types of businesses on StartEngine, on our platform you invest in startups and early-stage businesses. These are private investment opportunities, and the majority of them are not publicly-traded at this stage of their development.

Shares you purchase in Regulation A+ offerings are available for trade immediately and shares you purchase in Regulation Crowdfunding offerings are tradeable after a one year lock-up period.

However, the issue we are trying to address at StartEngine is that there is currently nowhere to trade these shares. We hope to launch an investor marketplace where StartEngine users can buy and sell shares that were originally issued on our platform. That marketplace is pending regulatory approval, so we cannot say if or when we will be able to launch that trading platform.

As for other ways to exit your investment, you could also possibly see a return if the business you invest in IPOs or gets acquired at some point in the future. However, investing in startups is risky: the majority of startups fail. You should not invest more than you are willing to lose.

To learn more about investing in startups, I recommend you read this page: https://www.startengine.com/investing-in-startups

Howard"
LiquidPiston,https://www.startengine.com/liquidpiston,Pedro Coutinho,,No,16 hours ago,"Hi, impressive idea and well catched indeed! Can I see the contracts that you´ve made with the Government? Thank you",Hi - if you go to beta.sam.gov you can search award data for “LiquidPiston”. The contracts themselves are not public. Thank you
xCraft,https://www.startengine.com/xcraft2018,James Washington,6,Yes,3 days ago,Will I be able to do a second investment or is it too late?,"James,
There's still time. Any new investment at this point will be added to the waitlist. Once the campaign closes, we will no longer accept investments or additions to the waitlist."
xCraft,https://www.startengine.com/xcraft2018,Allen O’Connell,,Yes,3 days ago,When will our investment be sent? When do you get our shares?,"Allen,
After the campaign closes, investments will be confirmed and then electronic stock certificates will be issued. This will likely take several weeks but feel free to reach out to StartEngine for details."
xCraft,https://www.startengine.com/xcraft2018,Allen O’Connell,,Yes,3 days ago,Has this been fully funded?? It shows that I didn’t hit 1.07 mil...,"Allen,
We have hit $1.07M. We are still keeping the campaign open to allow potential investors to join the waitlist."
xCraft,https://www.startengine.com/xcraft2018,Lawrence COLLINS,12,No,4 days ago,I have invested in Parallel Flight Technologies so I have decided not to invest in another drone company. Plus I have not seen what your drone can do for this country.,"Lawrence,
Parallel Flight Technologies is an excellent company with a great vision. We wish you the best!"
xCraft,https://www.startengine.com/xcraft2018,Jeremy Gold,4,Yes,4 days ago,You can't take our investment if your reach the goal?,"Jeremy,
Even though we've reached our goal, we will continue to allow folks to get on the waitlist. If there is an opening after we close, we will bring in investors from the waitlist on a first come, first serve basis."
xCraft,https://www.startengine.com/xcraft2018,Mark Szarmach,7,Yes,4 days ago,I'm anxious to read the response to Lawrence COLLINS's comment made 4 days prior to this. I actually bought in BECAUSE of the appearance on Shark Tanks. Lawrence's comment makes sense and is disheartening if accurate.,"Mark,
Thank you for your investment. Not to worry, please see our response to Lawrence below."
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,Nicholas Torres,6,Yes,13 days ago,"Hi Guys, I'm in the same boat. I had to wait for my Compliance dept. to approve my investment ( I work at a Financial Services firm) and just got the approval and had to do the commitment (waitlist) - any indication whether there will be any this round opportunity, really looking forward to the future of Waverly Labs and my pair of Ambassadors as well!","Hi Nicholas, thanks for the message! We became oversubscribed pretty quickly again but we'll keep everyone updated if space opens up or if/when we offer more shares."
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,James Washington,6,Yes,16 days ago,Is it too late to join? I can't believe I missed out again; so upset now.,"Hi James, the best option is to make the commitment and add yourself to the waitlist in case someone else can't fulfill their investment. We'll keep everyone updated as each person is verified through the process."
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,James Washington,6,Yes,17 days ago,Any plans to IPO in the future?,"Hi James, yes we are planning long term following this campaign, one step at a time. Thanks for the question!"
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,Joyce George,2,Yes,19 days ago,"On the first day I signed up to purchase 660 shares of Waverly Labs, I didn't click on the tab that Reserved an Ambassador for a $2,500 investment, I want to make sure I will get an Ambassador in Black, please confirm. Joyce George","Joyce, thanks for letting us know - we'll take a look and will reach out via email to confirm."
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,Marcus Queen,,No,21 days ago,Why in the text terms (mid-page) is the max offering raise $534k but the deal stats at the top say the max raise is $1.07M? Has this deal capped out?,"Hi Marcus, we just increased the maximum raise from $535k to $1.07MM a few days ago. Thanks for highlighting that copy error - we'll make plans to correct it asap."
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,Eric Higgs,,No,22 days ago,"Hello, who were the customers for the $8.5 million in revenues.","HI Eric, we sold nearly 40k units of our first product, called Pilot Smart Earbuds, and that was where the majority of those sales come from, but now we're pivoting to Ambassador Interpreter and expect to do significantly more sales than the first product in the years to come."
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,Hugh M Collins,2,Yes,a month ago,"Team Waverly, Do you have a release date for Ambassadors for those of us early investors? I purchased 3 sets for Doctors in hospitals. They are excited to see how well they work. They get many patients that walk in where communication is a major problem.","Hi Hugh, thanks for the message! We can happily add you to our beta test schedule for initial trials before mass production later this spring. For this need, please contact our support team directly and let them know you are an investor and we'll add you to the queue: https://support.waverlylabs.com/hc/en-us/requests/new?ticket_form_id=360000016473"
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,Helen Ruan,,Yes,a month ago,"Hi Andrew, could you give an update on 2019 revenue change with respect to 2018? It doesn't have to be exact. Thanks!","Hi Helen, thanks for the message. We'll be sending out an end of year report with these financial metrics privately to our investors at the end of the month - thanks for the question!"
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,Belinda Elkaim,8,Yes,a month ago,"Hi, I'd like to invest again .... quick question please: Do you plan on paying dividends?","Belinda, thanks for the new message. Dividends are not in our immediate plan since we're still setting ourselves up for growth, but once we're more established and have significant profits then it's something we can definitely consider in the future, thanks!"
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,James Washington,6,Yes,a month ago,"Hello, just wondering about my status (as I'm still waitlisted). Will you guys still be releasing additional shares in the upcoming weeks? When will I know I've been excepted? Thanks.","James, sorry for the delay but we just now released additional shares! Since you're on the waitlist you'll be given an option to confirm your investment, so please do so before they sell out again, thanks!"
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,Belinda Elkaim,8,Yes,2 months ago,"Hi there, where can we purchase Ambassador? I can't find it on sale anywhere, it's not on your website, not on Amazon ...","Belinda, apologies for the delay! With the holidays and CES we've been overwhelmed. If you need to purchase a unit I'll have our support team contact you. Thanks!"
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,Belinda Elkaim,8,Yes,2 months ago,Can you imagine the UN using Ambassador? Wow that would be EPIC!,One day!
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,Eril Blackwood,18,Yes,2 months ago,How are investor perks distributed?,"Hi Eril, we're still going through the investment data to review anyone who is due a perk and then upload it to the transfer agent platform, but if it's for bonus shares then that would have been calculated during the investment. We'll double check everything, thanks!"
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,Lawrence COLLINS,12,No,3 months ago,When can I get a pair of your earbuds so I can understand what my Japanese family members are saying.,"Hi Lawrence, we're going through the investments this week and weekend to prepare any perks and/or upgrades and we'll get back asap. Thanks!"
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,Belinda Elkaim,8,Yes,3 months ago,Hello ;-) wondering when I'll received the perks?,"Hi Belinda, we'll be reviewing the investments that were made now that it's complete and then we'll send out any perks and or discounts/upgrades once we finish reviewing the data. Thanks for being patient!"
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,Ryan Vuong,19,Yes,3 months ago,"Hi, would the new shares be added to our Carta accounts for existing shareholders?","Hi Ryan, thanks for the message. Yes we'll be adding them to your Carta account soon - we just need a few days to clean up the data and upload them to the transfer agent. We'll be sending details shortly, thanks!"
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,James Washington,6,Yes,3 months ago,Made my investment.. keeping my fingers crossed that I will be able to join you guys. When do you plan to release additional shares?,"Hi James, thanks for the message. We're still in clearing on this first batch of shares, so it'll be another 1-2 weeks before we know if anyone who oversubscribed will be included already. Also, during this time we are working through the paperwork still to try and release a bit more shares for those who missed out; we should have more information soon. Thanks for being patient!"
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,Dexter girdharry,5,Yes,3 months ago,"hello Andrew, i only recently saw your response. i submitted my request to start engine.","Thanks Dexter, I""ll wait to hear StartEngine's response."
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,James Washington,6,Yes,3 months ago,Do I still have a chance to invest right now?,"Hi James, make an investment now and add yourself to the waitlist. We're aiming to release just a bit more shares in the next couple of weeks and this way you'll be able to acquire those before they sell out too. We'll keep everyone updated in a few days once we have more information."
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,"CLINTON FOSTER, SR",60,No,3 months ago,"Does the ""oversubscribe"" category mean that no more investments are being accepted?
Please advise. Thanks","Hi Clinton, currently we're oversubscribed because all of the shares we had available sold out very quickly, but if you make an investment now then you'll add yourself to the waitlist for new shares. We're aiming to release just a bit more shares in the next couple of weeks and this way you'll be able to acquire those before they sell out too. We'll keep everyone updated in a few days once we have more information."
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,James Washington,6,Yes,3 months ago,"Your product definitely looks like a game changer. I'm very interested in investing, but was wondering if Ambassador was exclusive only to business travelers? Also do you guys have any other patents in the pipeline?","Hi James, thanks for the message. Although a lot of our technology is novel and we could spend the resources to develop a more robust patent strategy, we don't believe the costs incurred are worth the value in exchange, considering that defending a patent in litigation is more costly than the actual patent itself, and the application process requires us to fully disclosure and reveals our technology to the public. Instead, we believe keeping trade secrets private to be a better strategy for us at this stage, but it's a strategy that will change as we grow. Thanks!"
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,James Nichols,9,Yes,3 months ago,Has your raise funded and is there a waiting list now?,"Hi James, thanks for the message! Yes, we've hit our goal but have received a lot of interest for those who missed out since we sold out of shares so quickly, so we are working with our broker-dealer and finance team through our filing documents to accept additional investment. Please make your commitment and add yourself to the waitlist so you can receive notice as soon as additional shares are released, which will also be limited and be available very very soon, thanks!"
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,Dexter girdharry,5,Yes,3 months ago,"hi Andrew, one of those large investments was mine.","Hi Dexter, I can't access your email or contact information while the campaign is in escrow still, but send an email to contact@supportengine.com and ask them to cc us and we can ask StartEngine directly please. Thanks!"
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,Dexter girdharry,5,Yes,3 months ago,"Hi Andrew, i submitted my investment before you started a waitlist but my investesment went into the waitlist a few days later , why?","Hi Dexter, thanks for the message. There was some large investments which didn't show up in the total calculation on the page while they were being processed for accuracy, and it's likely they were timestamped as invested before yours was. That said, we are working with our broker-dealer and finance team through our filing documents to accept additional investment, so keeping yourself on the waitlist is the best option because we'll likely increase the funding goal so you don't miss the opportunity. We'll keep you updated over the next few days, thanks!"
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,Olutosin Oni,7,Yes,4 months ago,"Hi Andrew,
I invested a couple of hours ago and it went straight to waitlisted. Is the funding goal already met? From what I can see, it's not. Please, I really need to get in on this and to be part of this revolution.","Hi Olutosin, thanks for the message! We are a bit oversubscribed on the backend, but we are working through our filing documents to accept additional investment, so adding yourself to the waitlist is the best option because we'll likely increase the funding goal so you don't miss the opportunity. We'll keep you updated over the next few days, thanks!"
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,Helen Ruan,,Yes,4 months ago,"Hi Andrew, this page showed that there were 4 original founders, now only two of you left. If I read your form C correctly, among the 2 remaining founders, you also own majority of the company. Even if you're the most skilled ninja out of the original 4 founder, it's kind risky if you're the CEO and the only director on the board because there's too much dependency on one individual. Could you shed some light on how you plan to mitigate this kind of risks? Thanks.","Hi Helen, thanks for the message and great questions! Yes, after 4 years together a couple of the co-founders were ready to explore other things, start families, plan to move internationally, etc. It was bittersweet but all very amicable. They have remained major shareholders and involved with various aspects of the company, although they did relinquish their Board seats at that time, leaving just one sole director. Nonetheless, the remaining founders, Sergio and I, along with our senior engineers, do make collective decisions about the direction of our technology and company, although we never took to the task of formalizing a new Board. That said, it's a great point and this is definitely an exercise we'll undertake as soon as possible, along with a succession plan. Thanks!"
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,john bozony,2,Yes,4 months ago,"Hello Andrew, Glad I was able to get in on this round since I missed the first round. Can you explain how this bonus is going to work?

$2,500+
Investment
Community Bonus
Reserved Ambassador in your color choice of wine red or black

Will we get an email to pick a color or something like that when they become available? Loving my Pilots and the App and looking forward to trying the Ambassador when I go to Japanese GP next year, Thank you.","Hi John, thanks for the message. Yes, once the investment is completed through escrow, we'll have our support team send an email to collect your shipping information, color selection, and other information. Thanks!"
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,Jeff Park,9,No,4 months ago,"Hi - What an amazing product. A few questions.
1. When was the last funding round? What was the pre-money valuation?
2. Have you raised from VCs to date? If not, do you plan to?
3. Can you elaborate on the B2B testing? Are these paid pilots?
4. Going forward will the enterprise segment (Ambassador) be the larger business vs. B2C? Was there a Kickstarter type of crowdfunding for the Ambassador?
5. What type of services are offered with the subscription?
6. Why are you raising only $535k in this round?","Hi Jeff, thanks for the message. We did an equity campaign in 2017 with our community at an $11MM pre-money valuation, and as we make the pivot to tackle B2B markets with Ambassador we’re keeping our new valuation modest as well to maximize shareholder returns. We’ve also initiated strong conversations with VCs around our new direction and we expect to close a round in the near future as we get closer to distributing Ambassador. The B2B customers with whom we are testing are paid customers of Ambassador, and we expect that professional users, along with medium to large organizations, will make up the majority of customers, vs B2C users. The subscription services will include features such as offline translation, custom vocabularies, and saved transcripts, which are key features for these professional users. And the $535k fundraising size ahead of the holiday period was ideal based on the regulatory hurdles that would be required under a larger round size, such as the 3 month SEC review period of a Form 1A for a large equity campaign. Thanks for the questions!"
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,25Michael Casella,,Yes,4 months ago,"Andrew,
Can you speak briefly before I initiate our investment.
Best Michael - PCV","Hi Michael, thanks for the message. I'm happy to answer any question you have."
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,Danny Thai,2,Yes,4 months ago,"Hi, I am a current investor (2 years ago) that reinvested yesterday. I didn't see the existing shareholder bonus perk but i saw the 52% bonus perk that everyone can see. Will I get my bonus shares?","Hi Danny, thanks for the message. That was a limited offer for the first available shares which have since sold out but we've had a few requests from previous investors who missed out so we'll be looking into this further and will keep you updated if it's possible to extend the offer. Thanks!"
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,Ryan Vuong,19,Yes,4 months ago,"Hi, I am a current investor re-investing. I reinvested within the first 6 hours after this was launched, but in my account on StartEngine, my investment says ""3 hours ago"". Will I still get my bonus shares?","Hi Ryan, thanks for the message. Please contact StartEngine's support team directly so they can help you verify: contact@startengine.com."
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,Helen Ruan,,Yes,4 months ago,"Hi, how come there're so many negative reviews on Amazon? What major improvements have you made? Thanks,","Hi Helen, thanks for the message. We actually have quite a lot of positive reviews as well. For example, one person wrote ""I just wanted to let your wonderful team know how much I have loved & utilized my Waverly earbuds since I received them earlier this year. I travel internationally for work often ... They have been AMAZING in helping communicating with Japanese, Spanish, Italian & German clients.""

But what we learned from those first customers is that we needed to make the sharing experience more fluid by allowing multiple units to sync together, which is how we designed Ambassador. Also we made major upgrades to the capability to capture speech with higher quality, which ultimately means better translation accuracy. Thanks for the question!"
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,Tan Ling,23,Yes,4 months ago,How does the system compares to interpreters like https://www.pocketalk.net/products/pocketalk? Are there core patents that differentiate Waverly from the other competitors?,"Hi Li, thanks for the message. Those handheld translators use antiquated technology so they can support offline. It's more like a translation dictionary of simple phrases instead of translating for conversation, which is what we focus on developing and why it requires our users to be online - it's a very computational heavy task to fit into an app or handheld translator. But as we keep perfectly the technology eventually we'll be able to deploy it in offline environments. That's where our core competency in hardware and software excel."
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,25Michael Casella,,Yes,4 months ago,"Andrew,
Thank you for your response. What patents you do have pending? I see 87365714 as of 12/8/17 which is abandoned. Have you identified a newer approach to your patent direction, Thank you, PCV.","Hi Michael, we don't have any abandoned patents. Our patents pending involve novelty around the firmware and how we parse audio translation between multiple units. It's an innovation we developed between our first product to the new Ambassador Interpreter. Thanks!"
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,randy rober,31,No,4 months ago,What is the advantage over my smart phone interpreter?,"Hi Randy, a smartphone translator app works fine as a substitute, but it generally solves a different problem, specifically short interactions. We focus on creating technology that allows for more fluid conversations, which is difficult to achieve with an app translator."
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,25Michael Casella,,Yes,4 months ago,"Hi Waverly,
Can you please provide insight into how you are protected from an IP perspective against the likes of Amazon, Google, Microsoft, Nuance Communications and Apple, all who have IP patents in the voice space? Thank you. PCV","Hi Michael, we have a series of patents pending and trade secrets, but generally speaking no patent makes a company completely defensible against a potential competitor with infinite resources. Our strategy is to build our competitive moat on a combination of the software, hardware, brand, and niche market."
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,Justin Brown,,Yes,4 months ago,I have the same issues as noted below. Received 10% bonus shares instead of 52%. Please advise.,"Hi Justin, that was actually designed for current/previous investors only and was for a very limited time before they ran out. Thanks!"
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,Mark Holodnak,24,Yes,4 months ago,"Same issue as Mark Nelson with my investment, only received the 10% bonus shares not the 52% for the 24 hour bonus.","Hi Mark H., that was actually designed for current/previous investors only. Thanks!"
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,Mark Nelson,18,Yes,4 months ago,How are the bonus shares for the first 24 hours handled? When investing I received 10% bonus shares for being a startengine shareholder but not the 52% for the 24 hour bonus.,"Hi Mark, we'll need to contact StartEngine support directly to ask them to switch it, if possible. Their email address is contact@startengine.com."
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,Hugh M Collins,2,Yes,4 months ago,I'm anxious to try the Ambassador. I ordered 3 sets months ago. Is the first shipment still planned for this fall?,"Hi Hugh, thanks for the message! Yes we still are on schedule to receive the first sets next month. We're crossing our fingers that they will be completely working and fully debugged at that point, but we'll keep the community updated of all news. Thanks!"
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,Waqas Sarfraz,5,Yes,4 months ago,What do you mean by Amazon Fullfilment centers? Does that mean Amazon is testing your product or you are selling on Amazon via FBA?,"Hi Waqas, yes Amazon's distribution centers are testing our product. We're not selling via Amazon FBA."
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,Belinda Elkaim,8,Yes,4 months ago,What a fabulous product! I've heard about your company a year ago and am so excited to have this opportunity to invest in a 'world without language barriers!' .. Thanks for the marvelous work!,Thanks Belinda! We're glad to have you a part of our team now!
Waverly Labs Inc.,https://www.startengine.com/waverly-labs-inc,babatunde adedayo,2,No,4 months ago,who is your competition within this industry and do you have any IP that secures your rights to this technology?,"Hi babatunde,

We consider ourselves the market leader in this space, with the most sales, traction, trademarks and patent pending technology. Of our competitors, Timekettle only serves Chinese markets, Google Pixelbuds are limited to Pixel users and lacks translation features for professional interpretation needs, and Human Inc is focused on consumer music streaming with a high price point and inferior translation features."
"HYLETE, Inc.",https://www.startengine.com/hylete-2019,Judah Begab,,Yes,20 days ago,I invested a couple days ago and haven’t received any emails or seen my money leave. The email from start engine said wait for approval and be on the look out in my inbox. How long does that process take?,"Hi Judah,

We currently have an oversubscribed offering, as we hit our maximum raise just 6 days after the offering going live back in November. You are currently on the waitlist to invest, which is why the funds have not been taken from your account. If people in the current $1.07M fall off, cancel their investment, or ask for a refund, StartEngine will use the waitlist to fill in their gaps on a first-come, first-serve basis.

Thank you!"
"HYLETE, Inc.",https://www.startengine.com/hylete-2019,Justin Sudol,,Yes,2 months ago,My funds were just received today. What is the next step in the process? When will Hylete receive my information about setting up my investment account?,"Hi Justin,

We will be requesting our next fund disbursement tomorrow, Friday, December 20. Once funds are received, you will receive an email from StartEngine informing you that your investment has been approved. You will also receive an email from HYLETE informing you that your investor account has been activated on HYLETE.com, with your perks included.

Thanks!"
"HYLETE, Inc.",https://www.startengine.com/hylete-2019,Dennis & Elizabeth Vehe,36,No,2 months ago,I invested in Graced by Grit three years ago. I'd like to know what is the status of my investment since Hylete has acquired Graced by Grit.,"Hi Dennis & Elizabeth,

The stock you purchased in GRACEDBYGRIT is still under the GRACEDBYGRIT name and did not convert into HYLETE stock.

The Board of Directors of GRACEDBYGRIT may decide to sell that stock and distribute it (according to the GRACEDBYGRIT waterfall: debt first, then series B, then series A, then common stock). For more information on your GRACEDBYGRIT investment, you can reach out investor.relations@gracedbygrit.com.

Thank you for your continued support!"
